dog_type,O,C,E,A,N
Watchdog/Protector,2.662881268667413,5.0,2.1810215587037067,1.0,4.399687951752641
Watchdog/Protector,1.348643106208171,3.4713833182502434,2.586364018755093,3.238283071433636,4.021271576736062
Watchdog/Protector,2.3088330125989636,5.0,2.2407531794885682,4.601683114180394,4.565509645631544
Watchdog/Protector,1.0,4.753341621104532,2.3811583848827778,3.2897527540827456,4.6731813512699585
Watchdog/Protector,1.8615440160162262,2.775701763710634,1.790976742713975,1.1494795457907,3.4194765501952773
Watchdog/Protector,2.5885784044206095,5.0,2.3946715298229813,1.0,4.44460266822014
Watchdog/Protector,3.196631486645651,3.390217095680618,1.8659828333270823,2.0146881947291972,3.2151016869177598
Watchdog/Protector,2.6482804338438592,3.8790518513922185,2.419532443907028,1.1125078221979,3.5625416996765895
Watchdog/Protector,2.7223813578277714,3.627166847908233,3.726963851233405,1.6003638143853975,4.224684725751886
Watchdog/Protector,2.9325908318730898,2.5816342670669683,1.0,1.0,5.0
Watchdog/Protector,1.4481418541075533,5.0,1.4357524013426115,2.184551303197037,5.0
Watchdog/Protector,4.006092888159123,5.0,3.2083662305931426,3.0240625258114626,4.592526949201183
Watchdog/Protector,2.7783610761666377,3.4488142836714664,1.181801116577693,1.996625542589048,3.8298153774750716
Watchdog/Protector,1.5467719506727249,4.696387447456716,2.9553052085705107,2.0884068862918475,5.0
Watchdog/Protector,1.0,3.806340540720282,1.2831776793971952,1.0,3.9173193141573006
Watchdog/Protector,1.8782524916167165,5.0,2.6308116845547778,1.0,5.0
Watchdog/Protector,3.221033695525353,4.582097703468616,1.7735159011501682,1.0405607632765204,3.627793223928947
Watchdog/Protector,3.0887486197041856,5.0,3.543243528272189,1.511150578213726,2.880382566710989
Watchdog/Protector,2.140886246911204,2.231560634437148,2.3231677141847813,1.8523974137013313,3.5339634981317576
Watchdog/Protector,1.0,4.513600106569717,1.4672991603380887,1.0,1.1277377867183507
Watchdog/Protector,1.9724850949493637,5.0,3.66125921454787,1.5429037434137283,3.3977879396382193
Watchdog/Protector,2.4687742560750237,3.0016145608117086,2.3017918998194657,2.76608027838469,5.0
Watchdog/Protector,1.899845923520047,3.796326249823034,1.122017413243439,1.1731196459601398,3.7735211080984734
Watchdog/Protector,2.367365506816178,4.913584626233249,1.1968210493196552,3.4926885689595215,3.728876398957431
Watchdog/Protector,1.9786327056515638,3.2527883208521766,1.0,2.8840453963610497,4.736843897092434
Watchdog/Protector,1.7186724428817866,4.066990717224872,2.5159392177040996,1.0,3.4709473226537053
Watchdog/Protector,2.7942646796218273,2.7457105768307506,2.293557932166629,1.0,4.466429982433526
Watchdog/Protector,1.9643585177025165,2.3848681840944908,3.164739354457171,1.2654084232019511,3.189747562985619
Watchdog/Protector,2.200569197230943,5.0,1.0,2.061679849847972,4.428816500330573
Watchdog/Protector,2.693105607263144,4.176441555277226,1.6329721609166776,1.1724097793512804,4.0861438830463745
Watchdog/Protector,1.0,1.0786495165053926,2.436559804157668,2.9039348410861954,1.6370675644581616
Watchdog/Protector,1.0,4.619154261005198,4.057495469711698,2.020793707675408,3.2719970587708658
Watchdog/Protector,1.8171035588951598,5.0,1.3540358208754646,1.2008079933497464,3.5172564778179676
Watchdog/Protector,1.0466713917412878,4.122670315994796,3.6246784584695604,2.3230792731160292,3.7476464978737125
Watchdog/Protector,1.708188731084456,2.436809191303343,2.883109777147159,1.922162802987198,3.8195200864093746
Watchdog/Protector,5.0,4.298752908365686,1.2482089499048157,1.5736424037944567,5.0
Watchdog/Protector,2.1132704105377647,2.561722021682633,2.9192289345752034,1.331855914461006,5.0
Watchdog/Protector,3.0800480657146485,3.5526781043412488,3.2810163617351127,2.0678555105274032,4.8527736751222195
Watchdog/Protector,2.484732817294475,3.1536433450091264,1.3564501676825382,3.029960817581161,3.665224667893459
Watchdog/Protector,1.5963515367580032,3.0448774206506473,2.423599065593461,4.062524919243145,2.932467085745727
Watchdog/Protector,2.0242194566727583,5.0,1.9203586087542848,2.452371796249734,2.9376064718531203
Watchdog/Protector,2.4283070972076484,3.812855734995451,2.985729995679863,3.1873860515647507,5.0
Watchdog/Protector,2.5796331732135758,4.325796316582166,2.194384301577336,1.6468337071893115,4.338483843461691
Watchdog/Protector,1.7045985898609706,4.168460976269614,3.31759753560796,1.0,5.0
Watchdog/Protector,3.3171150673398655,3.881931473008921,1.0,1.3921780129055676,5.0
Watchdog/Protector,1.9771319377011178,3.0006977677050894,1.4952250787717825,2.840620026504553,4.546733568201379
Watchdog/Protector,1.7610679008303054,3.633175588185312,1.608241850956178,1.0775898155014976,5.0
Watchdog/Protector,1.67767953078866,5.0,3.5213160519224513,2.9983108981479605,3.5683796872819515
Watchdog/Protector,2.4037300903366097,3.9758043936090837,1.0962981392698719,2.3243592817216028,2.8209602088401975
Watchdog/Protector,3.1876793884615635,3.535382702701607,2.2011596558728392,2.283287871546142,3.741095026295923
Watchdog/Protector,2.586693801475275,3.5250963433774753,2.871297297457244,1.0,4.126379579546412
Watchdog/Protector,3.9389289990582848,2.9996686753944255,1.3222550294751485,2.513907849658915,4.179581781939598
Watchdog/Protector,2.3506300992735594,4.489187130147664,2.6347214685617697,3.109699841956223,4.409818656928513
Watchdog/Protector,1.7587423453814575,4.672573701202731,3.899881934895215,1.8673662536174265,3.0254706953293584
Watchdog/Protector,3.107080669286973,3.8796188360464017,1.0,2.8474216771504217,3.4646718140460773
Watchdog/Protector,1.9094667176958393,4.3319803305690145,2.190499679779067,2.7094518171390396,3.5645136294301567
Watchdog/Protector,2.513105798176083,3.7404533224160827,2.738810480887503,2.6153674840130536,3.0645612979554047
Watchdog/Protector,3.085982116175032,3.464036554885952,2.808057798281145,2.3672873134013406,5.0
Watchdog/Protector,1.7765340176281479,3.6506832038818025,1.9805803941122675,1.696820217165725,4.79994190194205
Watchdog/Protector,1.0,2.9463175808536457,1.0,2.9503075919735755,5.0
Watchdog/Protector,1.8955507814625285,3.8311782768099896,2.070052163113181,3.1618783026081902,3.0726468658094257
Watchdog/Protector,2.238368982734785,4.975197629782429,2.501094169939845,2.189581616598743,5.0
Watchdog/Protector,1.0,4.677875319530908,1.3459243168725763,1.0,4.511202599524981
Watchdog/Protector,3.3736585451629577,3.862551485372308,2.9528745472029385,3.6122782579886454,5.0
Watchdog/Protector,3.639964529371393,4.7421274910718925,2.075433638901593,1.0,3.7539375118700518
Watchdog/Protector,1.1567534046838086,5.0,1.8241141875676634,2.1232048067844858,4.551485376040468
Watchdog/Protector,2.0436024463724536,5.0,1.377350638265548,2.1946074552372425,3.2575294143019518
Watchdog/Protector,1.0,3.3882309090947147,1.962963202951588,1.57069777548274,3.307579020126144
Watchdog/Protector,1.0,3.916894427371305,1.0,2.7600559636896027,4.082439752934503
Watchdog/Protector,1.0,3.6907909229501366,1.2478435944094168,2.3191745104191805,5.0
Watchdog/Protector,1.0,4.115026079147417,1.8398672044333597,2.6713400764504653,4.213196628237689
Watchdog/Protector,1.248030668261181,3.680946064333382,1.203974143196511,3.076007138598598,4.021311648671942
Watchdog/Protector,3.9011906857530074,3.939339186185379,1.2915932330895372,1.0,2.1968603237440547
Watchdog/Protector,1.0,4.267126651011483,2.5087250232299336,1.0,4.895038314076116
Watchdog/Protector,1.5169389483165605,4.146793011985549,3.6122206282554243,2.896839315865532,3.7314693520941677
Watchdog/Protector,1.1088077745847125,1.848184598670695,1.28084668075758,1.7888697611723057,3.012820472848816
Watchdog/Protector,1.8687430329076953,4.076851882958768,1.7751440181919214,1.3499974191765403,4.168654671966728
Watchdog/Protector,2.441940649569409,2.909600922557154,3.41093237974627,1.9014118677157383,4.018849622944848
Watchdog/Protector,2.7082144232565573,4.233216131263502,2.953136633913245,2.287124165201824,3.3875626253595623
Watchdog/Protector,2.3615035252061016,2.856273792679338,2.108559705776523,1.9667700093555391,3.7918831427274604
Watchdog/Protector,1.8714624885610693,2.1181509545023607,1.4512750922590385,2.0928449011411145,4.1598563919974
Watchdog/Protector,1.0,5.0,1.1338251517854994,2.969457200526737,4.427194361871685
Watchdog/Protector,1.353772690156197,5.0,1.0,2.9191541736100017,5.0
Watchdog/Protector,1.3293797909233551,5.0,1.7499534854010472,2.288693629279857,4.260321838771221
Watchdog/Protector,1.8656912585294523,4.8108082731597825,2.793488720552213,1.0,5.0
Watchdog/Protector,1.0,5.0,3.1267051368275833,1.0,3.589185712045415
Watchdog/Protector,1.0,3.7850789697112646,1.6919657158142587,2.77966053226934,5.0
Watchdog/Protector,3.395683810789956,3.437831973421698,1.7907781262554723,1.0,3.1941299335038114
Watchdog/Protector,2.9648516330974575,5.0,1.0,1.4075357408471056,3.973594243041073
Watchdog/Protector,2.2801611588196065,3.1903964800783537,2.4240610444640898,1.5261606529290839,3.9855477291217207
Watchdog/Protector,2.5462842480036993,4.006422269810938,1.5636141094734315,1.8903901960741691,3.911637040794665
Watchdog/Protector,1.629988970117872,3.7412039373328976,3.5986471705047167,2.560919447941239,3.7045196819708397
Watchdog/Protector,2.696954404510736,3.66618051024399,3.1731246375866413,2.3696421921980937,3.8926978559957712
Watchdog/Protector,2.447716925810277,2.4291238479315007,1.0,1.0,4.142943094763707
Watchdog/Protector,3.732514999485092,5.0,2.638051101440757,2.500844474944457,2.1989422658472613
Watchdog/Protector,1.4573262002659781,3.212216248091761,1.3791524017488839,1.8318561814152106,3.527909422302873
Watchdog/Protector,1.0,4.7479102561175335,1.0,2.2392468641111494,5.0
Watchdog/Protector,1.0806154084135766,1.4697124772536703,1.7139957781198891,3.100959634998571,5.0
Watchdog/Protector,1.0,4.496699223236522,1.5346895432199466,1.8940516456958643,5.0
Watchdog/Protector,1.0,4.253739661494573,2.467693171765433,3.085786324939347,4.097983153470896
Watchdog/Protector,2.308050539504102,3.608351432578209,2.269126941245107,1.6568077245025896,4.6215718898560505
Watchdog/Protector,1.630389663956366,4.377100393902187,1.9707371863150216,3.126050250772168,3.948606276411514
Watchdog/Protector,1.0,5.0,1.0942676991373812,1.3462336613511803,3.404338705956508
Watchdog/Protector,3.3744380931708173,1.864325786021304,5.0,3.056056809066052,4.223238914129159
Watchdog/Protector,1.9451059993837136,4.285554074857657,2.5211224283793383,2.6452155859500572,4.555604466003448
Watchdog/Protector,2.089580681255249,3.802661579692674,1.8487267163464882,1.805091719647319,5.0
Watchdog/Protector,2.5935567222808618,1.0596113653357198,2.655900776529761,2.1947361947187747,3.981291243554103
Watchdog/Protector,1.6114815469111141,5.0,2.947526462122858,1.2271223321763909,4.407052287124535
Watchdog/Protector,1.0283432654587141,2.6203818352110697,1.373282775410035,2.8623934723827587,4.953125045376087
Watchdog/Protector,2.513085420097293,4.725095786847997,2.5161782871149585,1.3585184047770478,4.431922544673941
Watchdog/Protector,2.8004095252276824,4.754291329813574,3.188913371474643,2.708303847201064,4.351448207541583
Watchdog/Protector,3.0701502383164274,3.9734787407509398,1.1181253487722818,1.8369330360562361,3.255097355193551
Energetic Adventurer,3.3248217250256182,1.855481329284482,4.207580079000039,2.6920384703609597,1.1063853330462143
Energetic Adventurer,4.213293707372938,2.0012054753622244,4.182911368931809,3.659245668432405,3.937570137626558
Energetic Adventurer,2.392440135631026,1.2372752214337859,4.230857650212702,2.0600968988911355,3.8294748419317486
Energetic Adventurer,3.8061738612271965,1.7354851586893894,2.9961376355932465,3.6354180302092263,1.7607416051465274
Energetic Adventurer,4.059932630266328,2.2773769379581923,5.0,1.691179600880888,1.0
Energetic Adventurer,4.183849544753695,3.8005111815108537,5.0,3.2096594152746256,2.5083638143679527
Energetic Adventurer,4.80712259663731,1.0264538002955312,5.0,3.505470159166627,4.06020990749888
Energetic Adventurer,5.0,2.392415967178767,4.491036374292501,2.9744256878080058,1.2309240951108817
Energetic Adventurer,3.305286868910942,1.590717561886896,4.475911602065407,3.152354872033722,2.177580067617799
Energetic Adventurer,5.0,2.0002070649181976,4.990699678861374,2.672105283487082,3.155190683858979
Energetic Adventurer,4.825098264667634,1.1328697842890998,4.341883510924744,2.6962739712233352,1.654129076526785
Energetic Adventurer,3.180742140278502,1.523779126455341,5.0,3.262561329001925,3.1935899113675448
Energetic Adventurer,4.850897962167972,1.8626282116006034,5.0,2.8967782470675036,3.2653623493996284
Energetic Adventurer,3.417241342388418,1.0,4.865720837813696,4.4227481360999406,3.926215402241592
Energetic Adventurer,4.965397484591171,3.2361307218062176,5.0,3.197315707405596,2.38234810456565
Energetic Adventurer,3.68392714397295,2.615771149771142,5.0,2.8605537243190007,2.5498107351485886
Energetic Adventurer,4.000527958856598,2.601206748929115,3.556145183866458,1.0,2.4494631505084166
Energetic Adventurer,2.779287574085841,1.491859802352689,4.852219681182529,2.5467515909769864,4.452467534470745
Energetic Adventurer,4.32674476460232,2.3004743596108286,5.0,1.8611668822192309,4.039111787420269
Energetic Adventurer,3.9242357134645403,2.6704806172412123,3.9281427669598443,1.4462412339839357,3.8178896580250283
Energetic Adventurer,4.376409526097516,1.0979484456424897,4.130336918725305,4.12543478441477,1.8105881071326722
Energetic Adventurer,5.0,1.0993792653521313,5.0,2.6713815242510153,3.6031874310823433
Energetic Adventurer,3.455885997885807,1.8372070939277059,5.0,1.9978125442185273,3.7408243454201258
Energetic Adventurer,3.486786433528415,1.7714000846599813,4.005650625391488,1.0,2.808972237399831
Energetic Adventurer,5.0,2.784604287898024,4.980739620265606,2.737109170791732,3.0224658928120465
Energetic Adventurer,4.54711911517521,1.0,5.0,3.715381315441244,3.7181857257079347
Energetic Adventurer,4.438475738809728,2.01961665769399,5.0,3.591814133741378,2.6459592890589763
Energetic Adventurer,3.426398227103099,2.1018562952619866,5.0,1.7608929243460991,1.53247473424756
Energetic Adventurer,4.164760841236517,2.050887701856018,5.0,3.2439531979085,2.776797745365195
Energetic Adventurer,5.0,1.0,4.171502975219754,2.8967452398509526,1.356811188845833
Energetic Adventurer,3.824145595567929,3.661470165728018,5.0,3.2307009057186833,1.7398352348274198
Energetic Adventurer,3.3836385919605227,1.624803619676063,4.682284903243766,4.2816437950037685,3.5576910607251246
Energetic Adventurer,2.888542043062968,2.246504778432005,5.0,4.140149038521266,4.580540686568374
Energetic Adventurer,2.9849058081721314,1.1891424887896618,3.7424221410853837,2.765980140893019,3.466358374446334
Energetic Adventurer,4.987334516589102,1.9240489763574773,4.680152476745156,3.1517579922487404,2.164857098369977
Energetic Adventurer,5.0,1.0,5.0,5.0,3.006799844559998
Energetic Adventurer,3.8099609649985053,1.6425545771895729,4.819608318237592,4.37284847467653,1.0
Energetic Adventurer,5.0,1.0,4.7333476707655855,2.570755579701338,3.5885532697707196
Energetic Adventurer,2.4018756481162526,2.4621726660819427,5.0,1.6368259954071895,3.1897061676103955
Energetic Adventurer,3.338017822203391,2.425887206193036,5.0,2.3585130909556904,3.487872284871074
Energetic Adventurer,5.0,1.8090962082727013,5.0,1.7067270421288363,2.043563623181991
Energetic Adventurer,4.472406277880378,3.484116028535965,5.0,2.6869419694768455,2.999291405423354
Energetic Adventurer,2.7495922660302825,2.604515326355367,5.0,2.5479096671669197,2.5299578522404986
Energetic Adventurer,4.265878229652048,1.5632802639594046,4.933867385374177,5.0,2.7529742992540034
Energetic Adventurer,3.6416598479787776,1.3524581943648406,5.0,2.818775826781897,2.350626961678574
Energetic Adventurer,5.0,3.419603004513637,4.399576434261295,1.1334600486393838,4.007513689836922
Energetic Adventurer,3.315370174239996,2.7906255991627686,3.029896182288164,3.8925973382993093,1.7888280707192188
Energetic Adventurer,4.730764119066524,2.014273067836434,4.046060580603355,2.5929636870732193,3.686318456956701
Energetic Adventurer,4.105894453115234,2.5844129804724845,5.0,1.4357583882889486,4.617212574968624
Energetic Adventurer,4.104355937523213,1.1012159516768718,3.66968637426101,2.8108796092229666,3.9216501119244596
Energetic Adventurer,3.8724508796224657,3.5111549302473475,3.548824309948441,2.9879110521539456,1.747606555586881
Energetic Adventurer,4.363631882624968,2.8868873900973004,4.579238206318947,1.0,3.1989481467964946
Energetic Adventurer,4.43673855173351,2.4042947549616973,5.0,1.9289463203509511,3.6802161054504494
Energetic Adventurer,5.0,1.0,5.0,2.4958201689923287,2.918477326898354
Energetic Adventurer,4.347676483538336,1.5127714358864477,4.324291920838388,3.0341524174880248,1.9127540611371976
Energetic Adventurer,2.9141748711148145,2.6793732829565036,3.851205964841344,3.666312500909212,3.462591292853951
Energetic Adventurer,2.2741932712094033,1.322435347664345,5.0,2.0188344688603186,2.5355957376906124
Energetic Adventurer,4.462060893251897,2.7833905092825955,4.748461113955504,2.4024898053083583,4.422369861698508
Energetic Adventurer,5.0,2.9788580507817954,5.0,2.191734278359074,2.1695555934434347
Energetic Adventurer,4.522514105265757,2.4183982208886836,5.0,3.6504500925361394,1.4969196982401818
Energetic Adventurer,5.0,1.001939372685587,4.616028728047649,3.2502002062516944,4.995667489783965
Energetic Adventurer,5.0,2.6067230591361827,4.8168033812796125,3.5345056484805504,3.8876554258738363
Energetic Adventurer,3.6793323744428084,3.795211355912322,5.0,3.497743089091394,3.6659242520544613
Energetic Adventurer,4.4215866106144555,2.8389405004696124,4.3827468134530765,2.4416982460539693,1.899845767028305
Energetic Adventurer,4.439501230620227,2.778936503512114,5.0,4.674492433347537,2.9944039811709535
Energetic Adventurer,4.6687416555925125,1.0,4.612900297525599,3.6955377575657775,3.849102110743144
Energetic Adventurer,3.7060330523358176,1.9284007481419332,3.4821262533191906,2.6429707991933906,3.890383163519786
Energetic Adventurer,4.575205016106566,2.5006657213812096,5.0,3.0070631586281764,2.339678860526553
Energetic Adventurer,4.698828420202535,2.4209729443893897,5.0,2.4739651573324197,1.0
Energetic Adventurer,5.0,1.521162543991596,4.13722423595688,3.693478911913994,2.6079873600808705
Energetic Adventurer,5.0,2.6170059495766975,5.0,1.6340442887994657,4.211943985386401
Energetic Adventurer,4.261250531233856,1.630722860753797,5.0,1.22376476710168,3.4086528114806707
Energetic Adventurer,2.970628491817928,1.0,3.477640813782109,4.112688374989926,2.3707366063072115
Energetic Adventurer,5.0,1.4641985369477022,3.2926420424070533,1.8834755600513409,4.235811620006938
Energetic Adventurer,3.8441018220633323,1.451712703509399,5.0,3.501782736167545,4.117398815902461
Energetic Adventurer,5.0,1.6402313542109141,3.6739523139179617,2.586534838876724,3.260280506582886
Energetic Adventurer,3.0362410737893892,1.0428490851049572,5.0,2.951347648429549,3.0327969954115863
Energetic Adventurer,3.2415046652999306,1.7695992857942326,4.075766855731696,3.890198411124787,4.035249334723753
Energetic Adventurer,2.153812137761906,1.07048913980759,3.503470744909921,2.349976065593102,2.916562030209639
Energetic Adventurer,2.55035478030147,1.0781401868746872,3.9960426279185017,3.207267329398944,3.0693443370362505
Energetic Adventurer,3.2782624466627466,2.176820872139398,4.4533199154127345,2.728344889673947,4.673452090298537
Energetic Adventurer,5.0,1.0,5.0,3.811396554491592,1.8517367112473817
Energetic Adventurer,4.818777643754861,3.5379319184125526,3.877455193755586,2.0824971789857365,4.017661466843503
Energetic Adventurer,4.271495310825648,2.5514762752395233,5.0,3.390695920928144,1.673527871688917
Energetic Adventurer,5.0,3.1695899924277735,4.770609255931972,2.9565230501861377,1.4688924974442774
Energetic Adventurer,4.514254756017835,2.572057441714144,4.937808983000689,4.1243533598705024,2.6659227690200593
Energetic Adventurer,4.5646059258936,1.0,4.976447849125762,2.8256457420971643,3.2253079220409413
Energetic Adventurer,3.6304730711666418,1.8685274043283322,5.0,2.5632357627617823,1.3934228992613207
Energetic Adventurer,5.0,3.3814540786904868,3.7077373048943816,3.6897078052451944,2.497025229448657
Energetic Adventurer,4.263487215331059,2.294224129013494,4.765592199683678,2.2162343344136035,2.3094589476837406
Energetic Adventurer,3.0838080845187577,1.1681777917695553,4.932821709950645,2.284240010889248,3.68205206571262
Energetic Adventurer,5.0,1.419946758629957,5.0,3.499685110302934,3.4720022709192744
Energetic Adventurer,4.075955267916087,2.7426824183597223,5.0,1.7623375776727022,3.8691560643892733
Energetic Adventurer,4.887290837266742,1.2367138958214183,5.0,3.6833289928110693,2.7906861804206384
Energetic Adventurer,5.0,4.363872494619361,4.214013967365018,1.6189553968462251,3.303818595604876
Energetic Adventurer,4.721562505126143,1.769133626155231,5.0,1.6613942002767512,3.692918623031611
Energetic Adventurer,3.3941391792411064,3.7193779062072965,5.0,2.233343412216652,2.45044286409142
Energetic Adventurer,4.859587886979802,1.6128693502104854,4.954588782067762,3.02538842054241,1.0803268438023437
Energetic Adventurer,3.986162253905763,1.310272225935826,4.506877177600228,4.443632003468814,1.7434931057207437
Energetic Adventurer,4.813205186747977,1.7210370696681916,4.720239831504165,3.7903718960517114,3.3400512945688905
Energetic Adventurer,4.570612997219531,2.9681846605328612,4.668691616816678,2.3877632654922496,1.914849473442202
Energetic Adventurer,3.174589470021045,4.949094425308726,5.0,1.6489256337919787,1.6775420432564299
Energetic Adventurer,4.481866061718492,2.547264797377967,5.0,2.7450442064463023,2.8745457399971
Energetic Adventurer,4.327879524159357,2.0858930062933303,2.780699627252465,2.7702003694248063,2.148593565739686
Energetic Adventurer,4.175211418908512,4.98525900260341,5.0,2.686470313827602,3.921801501977252
Energetic Adventurer,4.482687887209213,2.420094490451841,5.0,5.0,1.8691115646740841
Energetic Adventurer,4.473632076811454,1.0736188700184615,5.0,2.0813134885139055,2.5826331863949155
Energetic Adventurer,3.704910085762094,2.975816719344709,5.0,1.7542826235536155,3.0549341109998487
Energetic Adventurer,3.2904201452508275,1.0,4.782982949575629,2.69151721154418,5.0
Energetic Adventurer,4.4329598253606965,1.0,4.435225995829057,4.021383295429398,5.0
Energetic Adventurer,2.4140166877620417,1.0,5.0,3.3896141773709036,2.1317072681236335
Energetic Adventurer,4.534629086122435,1.0,5.0,3.3278211728430853,3.9242701395378297
Energetic Adventurer,2.986104047707462,2.085687161403359,4.074575373940412,3.255383755674317,2.1046536776369758
Energetic Adventurer,3.5918991608397794,1.004184605209771,5.0,3.8584511166566653,2.7653794300425862
Energetic Adventurer,4.038237994960029,1.0,4.700323351993213,2.9497953829582553,5.0
Energetic Adventurer,2.8880329742258364,3.4641772387524377,5.0,3.2806364044901364,4.758620484195133
Energetic Adventurer,4.372105472606863,2.389159195667929,4.946879346982454,4.223568882418627,4.0964692338108835
Energetic Adventurer,3.374322712503788,1.0,4.797019362604343,2.1999614356023534,2.936475425384645
Energetic Adventurer,5.0,1.5426983449132101,4.957176618688425,3.0580227348083953,3.8484308822052844
Energetic Adventurer,1.7531106660153948,1.3932997052347036,5.0,4.200078956426861,2.508097552493795
Energetic Adventurer,2.123447293958126,2.619711445966136,4.364637611174371,1.8103333409096387,2.3756546102867757
Energetic Adventurer,3.8154746423441503,1.3952553354617874,2.794433942900931,3.897066196887132,4.274875041278722
Energetic Adventurer,4.651521991339505,1.0,4.798508466052482,2.993478684770542,3.59879438956191
Energetic Adventurer,4.668340488718081,1.2658262012215042,5.0,3.457280404615241,4.4558223221467665
Energetic Adventurer,4.704506539824723,2.7890566873755187,5.0,4.410459145203504,3.409762795959497
Energetic Adventurer,3.1389120898264293,3.4033699701251905,5.0,2.5569559788715175,2.5205070326007566
Energetic Adventurer,4.296575545140762,2.4631847952675843,5.0,3.311308673442885,4.69995737457638
Energetic Adventurer,5.0,2.1906355912650244,5.0,1.9674760964724605,3.397927049946809
Energetic Adventurer,5.0,1.7819541046076262,4.152366071380915,2.3479111114069395,1.9103669626576116
Energetic Adventurer,3.2152380918722967,1.629491901409971,3.5944329808213578,3.015618333949603,3.902277173786647
Energetic Adventurer,3.0922438198530795,3.519283923641769,5.0,4.030580585624057,2.342165446147863
Energetic Adventurer,4.854525227066616,1.0,5.0,3.1718393397935314,3.553251219984784
Energetic Adventurer,2.824405394375148,1.1049301577233952,5.0,2.0516519957757993,3.463206292099123
Energetic Adventurer,2.6328621935397543,2.848174212666668,3.767476685231491,3.5522999376795235,3.625630933646001
Energetic Adventurer,3.303228181570425,2.5820265670847267,5.0,2.461158143807262,1.991445315923792
Energetic Adventurer,2.037374308327421,2.3496500472996935,3.4351972286379446,3.0953441994413082,2.7365517839177507
Energetic Adventurer,4.679142775438195,1.6979545005101357,4.6705522136529085,3.7318707042882955,3.3350580290841174
Energetic Adventurer,4.316155957182779,2.4692675898085263,3.464427876792894,3.756788679986982,3.612468794013602
Energetic Adventurer,2.9833168714235025,1.7559195263257987,4.960692712372369,2.865503215598267,3.333859966568535
Energetic Adventurer,5.0,3.0817667276728287,3.6877808065685937,3.6220699903060485,4.32893331953541
Energetic Adventurer,4.386808520689202,3.090980425185967,5.0,4.023709546106981,3.249308595641729
Energetic Adventurer,5.0,2.1448878330968912,5.0,2.6485857642862674,4.563413358832109
Energetic Adventurer,3.1815713340579985,3.532367724678116,5.0,1.6006938251980587,3.3676492929914215
Energetic Adventurer,1.899973492348376,2.6255080168310356,5.0,2.4076440443479465,3.1235476959555823
Energetic Adventurer,5.0,1.4942532957380634,3.9410924129433997,4.4816634024625985,4.962587190530795
Energetic Adventurer,4.003695671847847,3.0114630354083562,5.0,2.2575157674616158,2.5146941646321315
Energetic Adventurer,5.0,3.6850142787085094,5.0,2.1201856464979456,4.987061111699441
Energetic Adventurer,3.4690291021880357,1.6648622188285482,5.0,4.554160420714775,3.8539759765522237
Energetic Adventurer,4.414865500361911,2.4632885301181062,5.0,3.558139514518506,1.0
Energetic Adventurer,3.7033925409302015,2.241321934916781,3.848985916380493,3.38632331781156,2.7955287790138783
Energetic Adventurer,5.0,3.5730197252148566,4.534194430881837,2.8491622884333045,2.9260524343916074
Energetic Adventurer,3.5483405238403773,2.1950249840281266,4.24171793111241,1.8693846650624737,3.622711223900269
Energetic Adventurer,4.629529584221811,1.1956842403400076,5.0,2.3684222708346687,3.2531652380379814
Energetic Adventurer,4.820344012612456,1.966387435296287,5.0,2.4835703561124283,2.803533416571903
Energetic Adventurer,3.7941405691196595,1.253421653459761,4.823225836884218,1.4513817011362533,2.508846252857895
Energetic Adventurer,3.715124506630329,1.7438202475046196,4.758502554129221,2.938235800139871,3.479441518086064
Energetic Adventurer,4.874517074132522,1.3502347731517328,3.7967991446108558,1.957955587756897,2.5127970788050726
Energetic Adventurer,3.648078682183491,1.2300039338025428,3.7038833357501053,2.543879172525812,3.1814266201139714
Energetic Adventurer,4.595029465835565,1.4425769468916787,4.587002177856566,2.073301691152689,2.9685608296252237
Energetic Adventurer,3.1515713658091853,2.5731278132412,3.214133508065889,2.640370327547538,3.301107339191742
Energetic Adventurer,4.183834516322504,4.693033663980497,5.0,1.9959454031579902,2.904535752910927
Energetic Adventurer,2.223753666533548,1.919400250703239,4.166943942999241,3.9153902755601617,2.450459725404465
Energetic Adventurer,3.8832340842047532,1.3644421585955966,5.0,2.6787572338820884,4.832557043479202
Energetic Adventurer,4.814151762118266,2.4820667273353862,5.0,3.3937972982162514,1.07232742065439
Energetic Adventurer,3.7211166058492435,2.845157971184322,4.951102816525895,1.594810153196425,2.9475955494225303
Energetic Adventurer,5.0,3.2468917155347192,4.9379959906339685,3.9514492770580865,2.6334929796319484
Energetic Adventurer,2.296128413173281,1.0755340118704457,5.0,2.726006918170696,2.756616020624982
Energetic Adventurer,3.7001618037251194,3.9041365895730067,5.0,5.0,2.8409547895999485
Energetic Adventurer,4.295624488747095,1.0,5.0,1.832220448732065,3.216775563762629
Energetic Adventurer,2.902697472367156,1.411133173261304,4.1627375689503,2.3921247393241822,2.4608772968510215
Energetic Adventurer,3.451731205074923,2.833333911780307,3.8951372069374797,3.220541427013867,4.217959152305559
Energetic Adventurer,3.486803635486604,1.282081109252398,4.769475374819749,4.17972520836071,3.194107630953358
Energetic Adventurer,3.468785705392402,2.4838766511880395,3.8977078501635765,3.681359510442948,3.4086073077017676
Energetic Adventurer,3.692191528861116,1.1614142015527689,4.113319077716542,3.53481733634591,4.228980502489062
